pidp,a_sex,a_dvage,a_ukborn,a_racel,a_hlht,a_hlhtf,a_hlhti,a_hlhtc,a_hlwt,a_hlwts,a_hlwtp,a_hlwtk,a_vote1,a_vote2,a_vote3,a_vote4,a_vote5,a_vote6
408778607,2,43,1,1,1,5,3,-8,1,10,6,-8,2,1,-8,1,3,4
408779967,1,44,1,1,1,5,9,-8,1,13,7,-8,2,1,-8,2,3,3
408779971,2,36,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
408781327,1,52,1,1,1,5,11,-8,1,12,12,-8,2,2,97,-8,3,2
408781331,2,48,1,1,1,5,4,-8,-2,-8,-8,-8,2,2,97,-8,3,3
408781335,2,18,1,1,1,5,1,-8,1,9,0,-8,2,2,95,-8,-8,4
408782687,1,56,5,4,1,5,10,-8,2,-8,-8,80,1,-8,-8,1,2,2
408782691,2,54,5,1,1,5,4,-8,2,-8,-8,65,2,2,95,-8,-8,4
408783367,2,57,2,1,1,5,4,-8,1,8,0,-8,1,-8,-8,2,3,2
408787447,2,48,1,14,1,5,4,-8,1,10,5,-8,1,-8,-8,2,2,2
408790167,2,40,1,1,1,5,6,-8,1,11,0,-8,2,1,-8,1,3,3
408790847,1,65,1,1,1,5,10,-8,3,-8,-8,-8,1,-8,-8,1,1,2
408791527,2,60,5,1,1,5,6,-8,1,11,0,-8,2,1,-8,1,2,1
408793567,1,64,1,1,1,5,10,-8,1,14,7,-8,1,-8,-8,1,1,1
408793571,2,65,1,1,1,5,8,-8,3,-8,-8,-8,2,2,95,-8,-8,4
408801047,2,40,1,14,1,5,10,-8,1,14,7,-8,2,2,6,-8,2,3
408801051,1,71,5,14,1,5,11,-8,1,12,0,-8,2,2,95,-8,-8,4
408804447,1,29,2,1,1,6,2,-8,2,-8,-8,98,2,2,1,-8,3,3
408804451,2,29,5,1,1,5,3,-8,1,8,7,-8,2,1,-8,1,3,3
408805807,1,36,5,17,1,5,11,-8,2,-8,-8,110,1,-8,-8,2,2,2
408805811,2,32,5,10,1,5,4,-8,2,-8,-8,60,1,-8,-8,2,3,2
408808527,2,36,5,4,1,5,7,-8,2,-8,-8,70,2,1,-8,3,3,2
408808531,1,36,1,1,1,5,8,-8,2,-8,-8,71,2,1,-8,3,3,2
408809207,1,47,1,1,1,5,10,-8,1,13,3,-8,2,1,-8,2,3,1
408809887,2,80,5,1,3,-8,-8,-8,1,8,0,-8,1,-8,-8,2,2,2
408809891,1,77,1,1,1,5,6,-8,1,12,0,-8,1,-8,-8,2,2,2
408809895,1,46,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
408812607,2,50,5,15,1,5,7,-8,2,-8,-8,65,1,-8,-8,2,4,3
408813967,2,51,5,12,1,5,6,-8,1,12,2,-8,2,2,96,-8,-8,4
408815327,1,30,1,14,1,5,10,-8,1,14,0,-8,2,2,95,-8,-8,3
408818047,2,56,5,12,3,-8,-8,-8,3,-8,-8,-8,2,2,95,-8,-8,4
408819407,2,79,5,15,1,5,0,-8,3,-8,-8,-8,2,2,95,-8,-8,3
408820087,1,50,1,14,1,5,0,-8,1,12,1,-8,1,-8,-8,2,3,3
408822127,2,62,1,1,1,5,0,-8,1,10,12,-8,2,2,95,-8,-8,4
408822131,1,60,2,1,1,6,0,-8,1,10,0,-8,2,2,95,-8,-8,4
408824167,2,27,5,4,2,-8,-8,169,2,-8,-8,60,2,2,95,-8,-8,4
408824171,1,31,5,1,2,-8,-8,175,2,-8,-8,85,2,2,95,-8,-8,4
408825527,2,45,1,1,1,5,1,-8,1,9,0,-8,2,2,-2,-8,-8,3
408825531,1,43,5,1,1,5,4,-8,1,11,0,-8,2,2,-2,-8,-8,3
408825551,1,16,1,1,1,5,9,-8,3,-8,-8,-8,2,2,-2,-8,-8,3
408825559,1,18,1,1,1,5,6,-8,1,9,0,-8,2,2,95,-8,-8,3
408826207,1,27,5,1,1,6,0,-8,2,-8,-8,73,1,-8,-8,1,1,1
408826211,2,25,5,4,1,5,4,-8,2,-8,-8,57,2,2,96,-8,-8,2
408827567,2,25,5,1,1,5,5,-8,2,-8,-8,46,2,2,1,-8,3,3
408827571,1,27,1,1,1,5,11,-8,2,-8,-8,70,2,2,1,-8,3,3
408828927,2,56,5,4,1,5,6,-8,2,-8,-8,90,2,2,-1,-8,-8,3
408828931,1,58,5,15,1,6,0,-8,2,-8,-8,65,2,2,3,-8,3,3
408828935,2,20,1,1,1,5,8,-8,2,-8,-8,67,2,2,2,-8,3,3
408830287,1,45,5,9,1,5,3,-8,2,-8,-8,62,2,2,-2,-8,-8,3
408830291,2,38,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
408832327,2,52,1,16,1,5,6,-8,1,12,0,-8,2,2,-1,-8,-8,3
408832331,1,53,5,14,1,5,10,-8,2,-8,-8,100,2,2,95,-8,-8,3
408835047,1,48,1,2,1,6,0,-8,2,-8,-8,73,2,2,95,-8,-8,3
408836407,2,25,1,1,1,5,6,-8,1,13,7,-8,1,-8,-8,2,1,2
408837767,2,57,5,14,1,5,4,-8,1,15,0,-8,2,1,-8,-1,-8,2
408837771,1,72,5,14,1,5,8,-8,1,11,11,-8,2,2,-1,-8,-8,2
408841167,1,47,5,97,1,5,3,-8,2,-8,-8,75,1,-8,-8,2,3,2
408841171,2,32,5,97,1,5,2,-8,2,-8,-8,54,2,2,95,-8,-8,4
408841847,2,36,5,97,1,5,1,-8,2,-8,-8,77,2,2,6,-8,3,2
408841851,1,38,1,1,1,6,1,-8,2,-8,-8,88,2,1,-8,1,3,2
408842527,1,31,5,4,2,-8,-8,172,1,12,12,-8,2,2,96,-8,-8,4
408843207,2,33,1,1,1,5,8,-8,2,-8,-8,91,1,-8,-8,2,3,2
408845247,1,25,5,12,2,-8,-8,163,2,-8,-8,55,2,2,95,-8,-8,2
408845315,2,26,5,12,2,-8,-8,163,2,-8,-8,50,2,2,96,-8,-8,4
408847287,1,21,5,12,2,-8,-8,174,2,-8,-8,68,2,2,96,-8,-8,3
408850687,2,27,1,13,1,5,1,-8,3,-8,-8,-8,2,2,3,-8,3,1
408854087,2,30,5,9,1,5,7,-8,2,-8,-8,80,2,2,2,-8,3,3
408854091,1,37,5,9,2,-8,-8,180,2,-8,-8,72,2,2,-1,-8,-8,3
408856127,1,25,5,12,2,-8,-8,180,2,-8,-8,85,2,2,95,-8,-8,4
408856131,1,27,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
408856807,2,31,5,4,2,-8,-8,170,2,-8,-8,63,2,2,96,-8,-8,1
408860887,2,56,1,1,1,5,4,-8,1,8,0,-8,2,1,-8,1,3,3
408864287,1,70,1,1,1,5,8,-8,1,13,7,-8,1,-8,-8,1,2,1
408865647,1,68,1,1,1,5,11,-8,1,16,0,-8,2,2,6,-8,3,2
408866327,2,59,1,1,1,5,10,-8,1,11,0,-8,1,-8,-8,1,3,2
408867007,2,75,1,1,1,5,7,-8,1,12,0,-8,2,1,-8,2,3,3
408869727,1,62,5,4,2,-8,-8,182,2,-8,-8,90,1,-8,-8,1,1,1
408870407,1,33,1,1,1,6,2,-8,1,15,7,-8,1,-8,-8,1,2,2
408871087,1,68,1,1,1,5,10,-8,1,15,0,-8,2,2,-1,-8,-8,3
408871091,2,67,1,1,1,5,7,-8,1,11,2,-8,2,2,1,-8,3,4
408871095,1,43,1,1,1,6,2,-8,1,16,0,-8,1,-8,-8,2,2,2
408871099,1,38,1,1,1,5,9,-8,2,-8,-8,91,2,1,-8,1,2,2
408871767,1,68,1,1,1,5,8,-8,1,11,7,-8,2,2,1,-8,3,2
408872447,1,48,1,1,1,5,6,-8,2,-8,-8,120,2,2,97,-8,3,2
408873127,2,37,1,1,1,5,9,-8,1,14,7,-8,2,1,-8,2,3,2
408873131,1,31,5,14,1,6,1,-8,1,12,7,-8,1,-8,-8,2,3,3
408873807,2,24,5,15,1,5,8,-8,1,11,11,-8,2,2,95,-8,-8,3
408873811,2,57,5,15,1,5,3,-8,1,11,5,-8,1,-8,-8,1,2,2
408873815,1,18,1,15,1,6,1,-8,2,-8,-8,77,1,-8,-8,1,3,2
408874487,2,39,1,1,1,5,8,-8,1,11,6,-8,2,1,-8,6,3,3
408874491,1,41,1,1,1,6,2,-8,1,11,7,-8,2,2,6,-8,3,3
408877207,2,40,1,1,1,5,3,-8,1,10,2,-8,2,2,95,-8,-8,2
408877887,2,25,1,1,1,5,6,-8,2,-8,-8,65,2,2,3,-8,3,3
408878567,2,34,5,11,1,5,2,-8,2,-8,-8,53,2,1,-8,2,3,2
408879927,2,17,1,15,1,5,6,-8,1,9,10,-8,1,-8,-8,2,3,2
408879931,2,47,5,15,1,5,6,-8,2,-8,-8,80,2,2,2,-8,3,4
408881287,2,37,5,4,2,-8,-8,166,2,-8,-8,61,2,1,-8,1,2,2
408881967,1,55,5,9,1,5,7,-8,1,10,8,-8,2,1,-8,2,3,2
408881971,2,52,1,1,1,4,11,-8,1,7,0,-8,2,2,95,-8,-8,4
408883327,2,32,1,1,1,5,11,-8,1,11,0,-8,2,2,1,-8,3,4
408884007,2,26,5,15,1,5,4,-8,1,10,0,-8,1,-8,-8,2,3,2
408884011,1,35,5,15,1,6,0,-8,1,12,0,-8,1,-8,-8,2,3,3
408884687,2,36,1,1,1,5,4,-8,1,10,12,-8,2,2,95,-8,-8,4
408884691,2,19,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
408884695,2,17,1,1,1,5,10,-8,3,-8,-8,-8,2,2,95,-8,-8,4
408886727,1,52,1,1,1,6,2,-8,1,15,7,-8,2,2,97,-8,3,2
408886731,2,52,1,1,1,5,3,-8,1,12,6,-8,2,2,3,-8,3,3
408887407,2,38,1,1,1,5,2,-8,1,9,0,-8,2,2,6,-8,3,3
408887411,2,19,1,1,1,5,6,-8,1,9,0,-8,2,2,6,-8,2,3
408887415,2,17,1,1,1,5,5,-8,1,9,0,-8,2,1,-8,6,2,2
408890127,2,38,1,7,1,5,6,-8,2,-8,-8,52,2,1,-8,2,3,3
408890131,1,36,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
408890807,2,42,5,15,2,-8,-8,152,2,-8,-8,55,2,1,-8,97,1,2
408890811,1,51,5,15,1,5,9,-8,2,-8,-8,90,1,-8,-8,97,2,2
408890815,1,19,5,15,1,5,7,-8,2,-8,-8,70,2,1,-8,2,3,2
408891487,2,24,1,1,1,4,11,-8,1,8,7,-8,2,2,2,-8,3,3
408892167,2,46,1,15,1,5,3,-8,1,12,0,-8,1,-8,-8,1,2,1
408893527,1,42,1,15,1,5,9,-8,1,14,0,-8,2,2,95,-8,-8,1
408894207,2,45,1,1,1,5,3,-8,1,16,0,-8,2,2,6,-8,3,4
408894215,2,18,1,1,1,5,3,-8,1,8,3,-8,1,-8,-8,97,2,2
408894887,2,32,1,1,1,5,2,-8,1,11,8,-8,1,-8,-8,1,2,3
408894891,1,31,1,1,1,5,11,-8,1,13,0,-8,1,-8,-8,1,2,1
408898287,2,32,1,1,1,5,6,-8,1,8,6,-8,2,2,1,-8,3,4
408898291,1,36,1,1,1,5,8,-8,1,13,0,-8,2,2,95,-8,-8,4
408900327,2,75,1,1,3,-8,-8,-8,3,-8,-8,-8,1,-8,-8,1,1,2
408900331,2,77,1,1,3,-8,-8,-8,3,-8,-8,-8,1,-8,-8,1,2,2
408904407,2,40,1,1,1,5,2,-8,1,7,8,-8,2,2,3,-8,3,4
408904411,1,41,1,1,1,5,10,-8,1,10,0,-8,2,2,2,-8,3,4
408908487,1,52,5,9,1,5,9,-8,2,-8,-8,64,2,2,-1,-8,-8,2
408908491,2,51,5,9,1,5,7,-8,2,-8,-8,61,2,2,-1,-8,-8,3
408909847,2,29,5,97,2,-8,-8,170,2,-8,-8,63,2,2,-1,-8,-8,3
408909851,1,29,5,4,2,-8,-8,174,2,-8,-8,80,2,2,96,-8,-8,2
408913247,2,29,5,4,2,-8,-8,160,2,-8,-8,67,2,2,95,-8,-8,4
408914607,1,86,1,1,1,5,7,-8,1,11,0,-8,1,-8,-8,2,3,3
408916647,2,36,5,15,1,5,2,-8,1,8,7,-8,1,-8,-8,2,2,2
408917327,1,76,5,7,1,5,7,-8,1,12,6,-8,1,-8,-8,1,1,2
408917331,2,75,5,1,1,5,4,-8,1,10,6,-8,1,-8,-8,1,2,2
408918687,2,36,1,9,1,4,11,-8,1,8,0,-8,1,-8,-8,2,3,2
408919367,2,56,1,1,1,5,0,-8,1,11,2,-8,2,2,95,-8,-8,4
408919371,1,19,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
408920727,2,29,1,2,1,5,7,-8,1,9,11,-8,2,2,1,-8,3,4
408922087,1,30,1,1,2,-8,-8,183,2,-8,-8,80,2,1,-8,6,3,2
408922767,2,68,5,4,2,-8,-8,169,2,-8,-8,55,1,-8,-8,2,3,2
408922771,2,41,1,1,2,-8,-8,165,2,-8,-8,66,2,1,-8,3,3,2
408922775,2,51,5,4,2,-8,-8,168,2,-8,-8,58,2,2,2,-8,3,2
408923447,2,52,1,2,1,5,9,-8,1,12,7,-8,2,2,6,-8,1,1
408924127,2,48,1,1,1,5,7,-8,1,12,7,-8,1,-8,-8,97,3,2
408924807,2,28,5,2,1,5,7,-8,1,11,11,-8,2,1,-8,1,3,2
408924811,1,31,5,2,1,5,11,-8,1,11,7,-8,2,2,95,-8,-8,4
408925487,1,68,5,2,1,6,0,-8,2,-8,-8,180,2,1,-8,1,3,1
408926167,2,51,1,97,1,5,6,-8,1,14,0,-8,1,-8,-8,6,1,1
408926171,1,49,3,1,2,-8,-8,174,1,11,12,-8,2,2,6,-8,3,3
408927527,2,28,5,4,1,5,8,-8,2,-8,-8,56,2,2,6,-8,3,4
408927531,1,45,5,9,1,5,10,-8,1,12,11,-8,2,2,95,-8,-8,4
408928207,1,31,5,4,2,-8,-8,178,2,-8,-8,85,1,-8,-8,2,3,2
408929567,2,76,1,1,1,5,2,-8,1,10,7,-8,2,1,-8,6,2,2
408930247,1,32,2,1,1,5,11,-8,3,-8,-8,-8,2,2,3,-8,3,2
408930927,2,61,3,1,1,5,7,-8,1,14,0,-8,2,2,3,-8,3,3
408933647,1,43,1,1,1,6,2,-8,-1,-8,-8,-8,1,-8,-8,2,1,2
408937047,2,63,1,1,1,5,1,-8,1,9,2,-8,2,2,95,-8,-8,4
408937727,2,46,1,1,1,5,6,-8,2,-8,-8,65,2,1,-8,2,3,2
408937731,1,47,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
408941127,2,31,1,9,1,5,0,-8,1,8,0,-8,2,2,95,-8,-8,3
408941131,1,31,1,9,1,5,6,-8,2,-8,-8,70,2,2,1,-8,3,2
408943167,1,56,1,1,1,5,7,-8,1,10,8,-8,1,-8,-8,1,3,1
408944527,1,43,1,9,1,5,11,-8,1,14,6,-8,2,2,2,-8,2,2
408944531,2,39,5,10,1,5,2,-8,1,7,10,-8,2,1,-8,2,3,3
408945887,1,80,1,1,1,5,10,-8,1,10,7,-8,1,-8,-8,1,2,1
408945891,2,76,1,1,1,5,5,-8,1,8,12,-8,2,1,-8,1,3,3
408946567,1,38,1,9,1,5,9,-8,2,-8,-8,70,2,2,97,-8,3,2
408946571,2,36,5,9,1,5,3,-8,1,8,1,-8,2,2,95,-8,-8,3
408949967,1,76,5,9,1,5,4,-8,2,-8,-8,63,2,1,-8,2,3,3
408949971,2,68,5,9,1,5,2,-8,2,-8,-8,69,2,2,1,-8,3,4
408950647,1,67,1,1,1,5,2,-8,1,10,11,-8,2,1,-8,1,3,3
408952007,2,79,5,13,1,4,8,-8,1,6,10,-8,2,1,-8,2,3,2
408952687,1,61,5,9,1,5,10,-8,1,10,7,-8,1,-8,-8,2,3,3
408952691,2,56,5,9,1,5,1,-8,2,-8,-8,52,2,2,2,-8,3,3
408952695,2,23,1,9,1,5,5,-8,2,-8,-8,48,2,2,95,-8,-8,3
408953367,1,31,5,9,1,5,7,-8,2,-8,-8,70,2,1,-8,2,3,1
408953371,2,24,5,9,1,5,3,-8,2,-8,-8,61,2,2,95,-8,-8,3
408953375,2,23,5,9,1,5,7,-8,2,-8,-8,56,2,2,95,-8,-8,4
408954727,2,68,1,1,1,5,3,-8,1,11,1,-8,1,-8,-8,2,3,3
408954731,1,70,1,1,1,5,6,-8,1,9,10,-8,1,-8,-8,2,3,3
408955407,1,73,1,1,1,5,11,-8,1,12,11,-8,1,-8,-8,1,1,1
408955411,2,66,1,1,1,5,5,-8,1,9,5,-8,1,-8,-8,1,2,2
408957447,2,54,1,1,1,5,7,-8,1,10,10,-8,1,-8,-8,2,2,2
408957451,1,56,1,1,1,5,11,-8,1,14,3,-8,2,1,-8,3,3,3
408957455,1,24,1,1,1,6,3,-8,1,12,0,-8,1,-8,-8,2,3,2
408958127,1,70,1,1,1,5,10,-8,1,16,0,-8,1,-8,-8,3,1,1
408958807,2,61,1,1,1,5,3,-8,1,12,0,-8,1,-8,-8,3,3,3
408958811,1,49,1,1,1,5,11,-8,1,10,0,-8,1,-8,-8,3,3,2
408960167,2,30,1,1,1,5,6,-8,1,8,5,-8,2,2,2,-8,3,3
408961527,2,21,1,1,1,5,2,-8,1,13,0,-8,2,2,-1,-8,-8,4
408962887,1,25,5,13,2,-8,-8,175,2,-8,-8,70,2,2,-1,-8,-8,2
408963567,2,75,5,1,1,5,8,-8,1,7,5,-8,2,1,-8,3,3,3
408964247,2,42,1,1,1,5,3,-8,1,14,0,-8,2,2,1,-8,3,4
408964251,1,42,1,1,1,5,10,-8,1,18,0,-8,2,2,1,-8,2,2
408964927,1,70,1,1,1,5,10,-8,1,19,1,-8,1,-8,-8,3,2,2
408964931,2,67,1,1,1,5,1,-8,1,12,7,-8,2,2,3,-8,3,3
408965607,2,64,1,1,1,5,3,-8,1,12,2,-8,2,1,-8,2,3,3
408965611,1,67,1,1,1,5,9,-8,1,11,12,-8,1,-8,-8,2,2,1
408966287,1,26,1,1,1,5,11,-8,1,11,0,-8,1,-8,-8,2,3,2
408966967,2,68,1,1,1,5,6,-8,1,11,0,-8,1,-8,-8,1,2,2
408967647,2,75,3,1,1,5,4,-8,1,8,7,-8,2,2,97,-8,3,2
408967651,1,79,1,1,1,6,0,-8,1,14,0,-8,2,1,-8,1,3,2
408968327,1,63,1,1,1,6,0,-8,1,14,6,-8,1,-8,-8,1,2,2
408968331,2,61,1,1,1,5,7,-8,1,10,2,-8,1,-8,-8,1,3,3
408969687,2,48,1,1,2,-8,-8,157,1,9,0,-8,2,2,97,-8,3,1
408969691,1,59,1,1,1,5,11,-8,1,10,10,-8,2,1,-8,1,3,2
408969695,2,17,5,1,1,5,1,-8,1,8,3,-8,2,2,95,-8,-8,1
408969703,2,95,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
408971047,2,41,1,1,1,5,4,-8,1,12,7,-8,2,1,-8,1,3,2
408971727,1,43,1,1,1,5,4,-8,1,10,7,-8,1,-8,-8,2,3,1
408972407,2,42,1,1,1,5,6,-8,1,8,7,-8,2,2,95,-8,-8,4
408973087,2,37,1,1,1,5,6,-8,1,17,7,-8,2,2,95,-8,-8,4
408973091,1,38,1,1,1,6,2,-8,1,21,0,-8,2,1,-8,1,3,2
408973767,2,41,1,1,1,5,7,-8,1,10,7,-8,1,-8,-8,1,2,2
408973771,1,21,1,1,1,5,11,-8,1,11,0,-8,1,-8,-8,1,2,2
408974447,2,32,1,1,1,5,2,-8,1,10,9,-8,2,2,6,-8,3,3
408974451,1,32,1,1,1,5,3,-8,1,9,10,-8,2,2,95,-8,-8,4
408975127,1,35,2,1,1,6,0,-8,1,15,5,-8,1,-8,-8,1,3,2
408975131,2,39,5,4,1,5,5,-8,1,11,0,-8,2,1,-8,1,3,2
408975807,2,86,1,1,1,5,6,-8,1,10,0,-8,2,1,-8,1,2,3
408977167,2,41,1,1,1,6,1,-8,1,10,7,-8,2,2,6,-8,3,4
408977171,1,43,1,1,1,5,8,-8,1,14,7,-8,2,2,1,-8,3,4
408977847,1,55,1,1,1,5,10,-8,1,14,7,-8,2,2,6,-8,3,3
408978527,2,76,1,1,1,5,3,-8,1,10,0,-8,2,2,95,-8,-8,3
408979887,2,42,1,1,1,5,2,-8,1,8,0,-8,2,2,95,-8,-8,4
408981247,2,44,1,1,1,5,3,-8,2,-8,-8,81,2,2,95,-8,-8,4
408982607,1,74,1,1,1,5,9,-8,1,10,1,-8,1,-8,-8,2,3,3
408983287,2,33,1,1,1,5,5,-8,1,18,7,-8,2,2,95,-8,-8,4
408983291,1,35,1,1,1,6,0,-8,1,20,7,-8,2,2,95,-8,-8,3
408984647,2,40,1,1,1,5,6,-8,1,14,0,-8,2,2,95,-8,-8,4
408986007,1,43,1,1,1,5,10,-8,1,17,7,-8,2,1,-8,2,3,2
408986011,1,17,1,1,1,5,11,-8,1,9,3,-8,1,-8,-8,97,2,2
408986687,1,62,1,1,1,6,0,-8,1,13,0,-8,1,-8,-8,1,1,1
408986691,2,66,1,1,1,5,5,-8,1,10,7,-8,1,-8,-8,1,3,3
408988047,1,42,5,4,2,-8,-8,165,2,-8,-8,106,2,2,1,-8,3,2
408988051,2,48,1,1,1,5,7,-8,-2,-8,-8,-8,2,2,95,-8,-8,3
408988055,1,18,1,1,1,6,0,-8,1,15,0,-8,1,-8,-8,1,2,2
408988059,2,17,1,7,1,5,7,-8,1,10,4,-8,2,1,-8,97,3,4
408988063,1,16,1,1,1,6,2,-8,1,12,0,-8,2,2,96,-8,-8,4
408990087,1,29,1,1,1,6,1,-8,1,13,7,-8,1,-8,-8,1,1,1
408990091,1,23,1,1,1,6,0,-8,2,-8,-8,72,2,2,1,-8,3,3
408990767,1,76,1,1,1,5,8,-8,1,19,0,-8,2,2,3,-8,3,2
408991447,1,62,1,1,1,5,11,-8,1,13,0,-8,2,2,97,-8,3,1
408991451,2,60,3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
408992127,1,29,5,15,1,5,7,-8,2,-8,-8,85,2,2,3,-8,3,2
408992131,2,29,5,4,2,-8,-8,166,2,-8,-8,87,2,-1,-8,-8,-8,4
408993487,2,16,1,1,-1,-8,-8,-8,1,5,0,-8,2,2,96,-8,-8,2
408993491,2,41,1,1,1,5,4,-8,-1,-8,-8,-8,1,-8,-8,3,3,4
408993495,1,20,1,1,1,5,7,-8,3,-8,-8,-8,2,2,95,-8,-8,4
408994847,2,51,1,1,1,5,8,-8,1,15,0,-8,2,2,97,-8,3,2
408999607,2,52,1,1,1,5,0,-8,1,8,12,-8,2,2,3,-8,4,4
408999611,1,22,1,1,1,5,7,-8,1,10,0,-8,2,2,95,-8,-8,4
409000287,2,46,1,1,1,5,3,-8,1,9,10,-8,2,1,-8,2,2,2
409003687,2,53,1,1,1,5,6,-8,1,10,0,-8,1,-8,-8,2,1,1
409003691,1,53,1,1,1,5,11,-8,1,15,0,-8,1,-8,-8,2,2,2
409003699,1,25,1,1,1,6,0,-8,1,16,0,-8,2,1,-8,3,2,2
409005047,2,71,1,1,1,5,1,-8,1,9,4,-8,1,-8,-8,2,2,2
409005051,1,75,1,1,1,5,7,-8,1,13,0,-8,2,1,-8,1,3,2
409005727,2,85,1,1,1,5,4,-8,1,9,12,-8,1,-8,-8,1,1,1
409006475,2,61,1,1,1,5,2,-8,1,11,0,-8,1,-8,-8,2,2,2
409006479,1,61,1,1,1,6,1,-8,1,14,0,-8,1,-8,-8,2,2,2
409006483,2,33,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
409011167,2,72,1,1,1,5,1,-8,1,10,7,-8,1,-8,-8,1,2,2
409011171,1,81,1,1,1,5,3,-8,1,9,7,-8,1,-8,-8,1,2,3
409011847,2,44,1,1,1,5,6,-8,1,11,0,-8,2,2,95,-8,-8,2
409011851,1,42,1,1,1,6,1,-8,1,12,7,-8,2,2,1,-8,3,3
409011859,1,17,1,1,1,5,9,-8,1,9,0,-8,2,2,96,-8,-8,2
409014567,2,52,1,1,1,5,2,-8,2,-8,-8,47,2,2,95,-8,-8,4
409014571,1,51,1,1,1,5,9,-8,1,12,8,-8,2,2,95,-8,-8,3
409014575,1,20,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
409016607,2,58,1,1,1,5,3,-8,1,8,0,-8,1,-8,-8,2,1,1
409017967,1,36,1,1,1,6,1,-8,1,11,7,-8,1,-8,-8,-2,-8,1
409017971,2,26,5,4,2,-8,-8,178,2,-8,-8,85,1,-8,-8,3,3,2
409018647,2,89,1,1,1,5,6,-8,1,9,3,-8,2,1,-8,2,2,2
409019327,1,55,1,1,1,6,3,-8,2,-8,-8,105,1,-8,-8,97,2,2
409019331,2,63,1,1,1,5,3,-8,1,11,7,-8,2,2,97,-8,3,3
409020015,2,17,1,1,1,5,5,-8,1,9,0,-8,2,2,96,-8,-8,3
409021367,2,24,5,4,2,-8,-8,161,2,-8,-8,53,2,2,96,-8,-8,4
409022047,2,46,1,1,1,5,6,-8,1,10,7,-8,2,2,95,-8,-8,4
409022051,1,49,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
409022055,1,22,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
409022059,2,20,1,1,1,5,9,-8,1,-1,-8,-8,2,2,95,-8,-8,4
409022727,1,52,1,1,1,5,10,-8,1,16,0,-8,1,-8,-8,2,3,3
409022731,2,48,1,1,1,5,1,-8,1,15,0,-8,2,2,-1,-8,-8,4
409023407,2,29,1,1,1,5,3,-8,1,10,13,-8,2,2,95,-8,-8,4
409023411,1,28,1,1,1,5,6,-8,2,-8,-8,82,2,2,2,-8,3,3
409024087,2,46,1,1,1,5,4,-8,1,9,5,-8,2,2,95,-8,-8,4
409024091,1,55,1,1,1,6,0,-8,1,13,4,-8,1,-8,-8,2,3,2
409024767,2,29,1,1,1,5,9,-8,2,-8,-8,75,2,1,-8,1,3,1
409024771,1,31,1,1,1,5,11,-8,1,13,0,-8,2,1,-8,97,3,2
409026127,2,45,1,1,1,5,2,-8,-2,-8,-8,-8,2,2,97,-8,3,1
409026131,1,46,1,1,1,5,11,-8,2,-8,-8,105,1,-8,-8,97,1,1
409026135,2,17,1,1,1,5,8,-8,1,14,7,-8,2,1,-8,1,3,1
409026807,2,58,1,11,3,-8,-8,-8,1,14,0,-8,2,2,95,-8,-8,3
409027487,2,60,1,1,1,5,0,-8,1,10,10,-8,1,-8,-8,1,3,3
409027491,1,57,1,1,1,5,9,-8,1,15,0,-8,2,2,95,-8,-8,4
409028167,2,27,3,1,1,5,2,-8,1,9,0,-8,2,2,95,-8,-8,4
409028171,1,29,1,1,1,6,2,-8,1,14,0,-8,2,2,95,-8,-8,4
409029527,1,48,1,1,1,5,11,-8,1,13,8,-8,1,-8,-8,1,3,2
409029531,2,48,1,1,1,5,7,-8,1,10,0,-8,1,-8,-8,1,2,2
409029535,1,19,1,1,1,5,7,-8,1,10,0,-8,1,-8,-8,1,3,3
409029539,2,18,1,1,1,5,5,-8,1,8,0,-8,2,2,1,-8,3,4
409029543,1,16,1,1,1,5,5,-8,1,8,0,-8,2,2,96,-8,-8,3
409030207,1,26,1,1,2,-8,-8,182,2,-8,-8,71,2,1,-8,1,3,2
409030887,2,36,1,1,1,5,3,-8,1,10,7,-8,2,2,95,-8,-8,4
409030891,1,33,1,1,1,5,11,-8,1,15,0,-8,2,2,3,-8,2,3
409032247,2,53,1,1,1,5,2,-8,1,9,11,-8,2,1,-8,-1,-8,2
